路线编码,路段起点,路段终点,2020,2021,2022,2023,2024,技术等级,面层类型,车道数量,路基宽度,路面宽度,面层厚度,"修建
年度","养护里程
（公里）","已绿化里程
（公里）",地貌,高边坡数量,高边坡长度,涵洞数量
S205,774,775,90.28907565,80.72,83.49,89.89,80.45,三级公路,沥青,2,7.5,6.5,5,1965,27.322,25,山岭,0,0,67
S205,775,776,89.0606164,53.03,56.69,82.51,89.95,三级公路,沥青,2,7.5,6.5,5,1965,27.322,25,山岭,0,0,67
S205,776,777,90.2690853,77.57,78.85,90.31,87.59,三级公路,沥青,2,7.5,6.5,5,1965,27.322,25,山岭,0,0,67
S205,777,778,94.39100853,77.87,70.67,89.84,93.29,三级公路,沥青,2,7.5,6.5,5,1965,27.322,25,山岭,0,0,67
S205,778,779,89.0606164,88.62,89.45,93.45,89.74,三级公路,沥青,2,7.5,6.5,5,1965,27.322,25,山岭,0,0,67
S205,779,780,89.0606164,81.87,83.63,91.35,90.26,三级公路,沥青,2,7.5,6.5,5,1965,27.322,25,山岭,0,0,67
S205,780,781,89.65753361,87.78,82.47,91.74,88.8,三级公路,沥青,2,7.5,6.5,5,1965,27.322,25,山岭,0,0,67
S205,781,782,89.65753361,82.13,80.01,90.68,88.91,三级公路,沥青,2,7.5,6.5,5,1965,27.322,25,山岭,0,0,67
S205,782,783,90.41877566,76.86,75.51,90.85,86.07,三级公路,沥青,2,7.5,6.5,5,1965,27.322,25,山岭,0,0,67
S205,783,784,89.0606164,47.53,72.66,86.67,89.74,三级公路,沥青,2,7.5,6.5,5,1965,27.322,25,山岭,0,0,67
S205,784,785,88.62,84.31,77.44,90.63,82.21,三级公路,沥青,2,7.5,6.5,5,1965,27.322,25,山岭,0,0,67
S205,785,786,81.87,65.68,56.19,84.36,75.59,三级公路,沥青,2,7.5,6.5,5,1965,27.322,25,山岭,0,0,67
S205,786,787,87.78,83.04,73.83,78.07,43.93,三级公路,水泥,2,8,7,22,1965,0.685,0.685,山岭,0,0,0
S205,787,788,92.869163,74.07163953,17.11,59.65,36.29,四级公路,沥青,1,6,4,4,1965,4.014,3.21,山岭,1,486,5
S205,788,789,90.78028452,31.86,14.92,50.02144322,49.12,四级公路,沥青,1,6,4,4,1965,4.014,3.21,山岭,1,486,5
S205,789,790,90.8608914,55.62,29.16,51.43,56.34,四级公路,沥青,1,6,4,4,1965,4.014,3.21,山岭,1,486,5
S205,790,791,90.8608914,48.68,35.4,57.45,56.19,四级公路,沥青,1,6,4,4,1965,4.014,3.21,山岭,1,486,5
S205,791,792,90.41877566,49.98,32.15,24.43,86.2,四级公路,沥青,1,4,3.5,22,1965,1.07,1.07,山岭,1,302,4
S205,792,793,90.41877566,43.5,37.67,48.31964224,83.3386577,四级公路,水泥,1,4,3.5,22,1965,30.93,30.786,山岭,0,0,58
S205,793,794,90.78557465,34.65,9.82,53.67,67.93619437,四级公路,水泥,1,4,3.5,22,1965,30.93,30.786,山岭,0,0,58
S205,794,795,90.41877566,26.28,0.53,50.39298181,83.3386577,四级公路,水泥,1,4,3.5,22,1965,30.93,30.786,山岭,0,0,58
S205,795,796,90.78557465,32.75,5.51,45.06,67.93619437,四级公路,水泥,1,4,3.5,22,1965,30.93,30.786,山岭,0,0,58
S205,796,797,90.78557465,26.49,4.2,32.23,67.93619437,四级公路,水泥,1,4,3.5,22,1965,30.93,30.786,山岭,0,0,58
S205,797,798,90.78557465,44.65,14.89,59.37,67.93619437,四级公路,水泥,1,4,3.5,22,1965,30.93,30.786,山岭,0,0,58
S205,798,799,91.00176636,48.4,20.64,56.09,69.55592825,四级公路,水泥,1,4,3.5,22,1965,30.93,30.786,山岭,0,0,58
S205,799,800,93.45,34.56,15.34,47.2,67.93619437,四级公路,水泥,1,4,3.5,22,1965,30.93,30.786,山岭,0,0,58
S205,800,801,91.35,26.28,4.68,14.76,67.93619437,四级公路,水泥,1,4,3.5,22,1965,30.93,30.786,山岭,0,0,58
S205,801,802,91.74,26.28,3.27,24.61,68.18562549,四级公路,水泥,1,4,3.5,22,1965,30.93,30.786,山岭,0,0,58
S205,802,803,90.68,26.28,3.06,25.63,68.18562549,四级公路,水泥,1,4,3.5,22,1965,30.93,30.786,山岭,0,0,58
S205,803,804,90.85,26.28,2.17,16.41,68.18562549,四级公路,水泥,1,4,3.5,22,1965,30.93,30.786,山岭,0,0,58
S205,804,805,86.67,26.28,7.32,68.84,67.93619437,四级公路,水泥,1,4,3.5,22,1965,30.93,30.786,山岭,0,0,58
S205,805,806,90.63,26.28,33.99,62.99,68.18562549,四级公路,水泥,1,4,3.5,22,1965,30.93,30.786,山岭,0,0,58
S205,806,807,84.36,26.28,5.11,14.64,67.93619437,四级公路,水泥,1,4,3.5,22,1965,30.93,30.786,山岭,0,0,58
S205,807,808,90.89804668,26.28,0.93,8.09,67.17126491,四级公路,水泥,1,4,3.5,22,1965,30.93,30.786,山岭,0,0,58
S205,808,809,90.31091571,26.28,2.6,27.94,68.18562549,四级公路,水泥,1,4,3.5,22,1965,30.93,30.786,山岭,0,0,58
S205,809,810,90.89804668,26.28,1.31,17.86,67.17126491,四级公路,水泥,1,4,3.5,22,1965,30.93,30.786,山岭,0,0,58
S205,810,811,90.89804668,26.28,4.32,31.61,67.93619437,四级公路,水泥,1,4,3.5,22,1965,30.93,30.786,山岭,0,0,58
S205,811,812,90.14083753,26.28,3.9,27.68,67.93619437,四级公路,水泥,1,4,3.5,22,1965,30.93,30.786,山岭,0,0,58
S205,812,813,90.28907565,32.24,9.11,47.75,67.93619437,四级公路,水泥,1,4,3.5,22,1965,30.93,30.786,山岭,0,0,58
S205,813,814,90.43098818,28.56,8.17,34.12,67.93619437,四级公路,水泥,1,4,3.5,22,1965,30.93,30.786,山岭,0,0,58
S205,814,815,89.0606164,40.68,16.08,52.39,69.38485648,四级公路,水泥,1,4,3.5,22,1965,30.93,30.786,山岭,0,0,58
S205,815,816,89.5184724,60.84,28.07,67.46,68.90406155,四级公路,水泥,1,4,3.5,22,1965,30.93,30.786,山岭,0,0,58
S205,816,817,90.20558018,53.46,16.14,61.66,69.38485648,四级公路,水泥,1,4,3.5,22,1965,30.93,30.786,山岭,0,0,58
S205,817,818,90.89804668,52.45,21.63,58.02,69.55592825,四级公路,水泥,1,4,3.5,22,1965,30.93,30.786,山岭,0,0,58
S205,818,819,90.13547482,27.74,16.55,20.79,69.38485648,四级公路,水泥,1,4,3.5,22,1965,30.93,30.786,山岭,0,0,58
S205,819,820,88.92272285,26.28,0.02,2.54,67.17126491,四级公路,水泥,1,4,3.5,22,1965,30.93,30.786,山岭,0,0,58
S205,820,821,88.92272285,26.28,0.81,17.43,67.17126491,四级公路,水泥,1,4,3.5,22,1965,30.93,30.786,山岭,0,0,58
S205,821,822,88.80326729,26.28,5.61,41.58,67.93619437,四级公路,水泥,1,4,3.5,22,1965,30.93,30.786,山岭,0,0,58
S205,822,823,90.28907565,26.28,1,24.7,67.17126491,四级公路,水泥,1,4,3.5,22,1965,30.93,30.786,山岭,0,0,58
S205,823,824,90.28907565,26.28,9.4,38.89,67.93619437,四级公路,水泥,1,4,3.5,22,1965,30.93,30.786,山岭,0,0,58
