路段起点,路段终点,2020,2021,2022,2023,2024,技术等级,面层类型,车道数量,路基宽度,路面宽度,面层厚度,修建年度,养护里程（公里）,已绿化里程（公里）,高边坡数量,高边坡长度,涵洞数量
6453,6454,92.8,89.35,97.05,42.77,77.65,4,1,2,6.5,6,5,1962,12.939,8.577,0,0,29
6454,6455,89.9,96.18,97.12,70.07,78.41,4,1,2,6.5,6,5,1962,12.939,8.577,0,0,29
6455,6456,87.6,93.62,97.23,72.54,86.95,4,1,2,6.5,6,5,1962,12.939,8.577,0,0,29
6456,6457,92.6,93.64,97.06,78.62,77.64,4,1,2,6.5,6,5,1962,12.939,8.577,0,0,29
6457,6458,77.12,79.09,96.44,52.86,96.15,4,2,1,4,3.5,20,2009,0.759,0.509,0,0,0
6458,6459,94.46,93.97,96.46,0,84.284,4,2,1,4.5,4,0,1996,5.478,3.672,0,0,4
6459,6460,78.1,88.612,97.78,82.908,88.822,4,3,1,4.5,4,0,1996,5.478,3.672,0,0,4
6460,6461,86.1,90.97,97.4,71.844,73.988,4,3,1,4.5,4,0,1996,5.478,3.672,0,0,4
6461,6462,88.44,88.942,97.06,71.262,82.142,4,3,1,4.5,4,0,1996,5.478,3.672,0,0,4
6462,6463,90.64,90.014,96.58,78.846,78.796,4,3,1,4.5,4,0,1996,5.478,3.672,0,0,4
6463,6464,84.8,92.77,97.35,69.856,82.47,4,3,1,4.5,4,0,1996,31.054,20.819,0,0,24
6464,6465,80.14,69.936,100,76.642,70.916,4,3,1,4.5,4,0,1996,31.054,20.819,0,0,24
6465,6466,78.04,75.728,98.92,89.494,88.85,4,3,1,4.5,4,0,1996,31.054,20.819,0,0,24
6466,6467,72.44,68.002,94.55,69.452,65.946,4,3,1,4.5,4,0,1996,31.054,20.819,0,0,24
6467,6468,75.84,77.15,93.12,71.444,48.812,4,3,1,4.5,4,0,1996,31.054,20.819,0,0,24
6468,6469,80.14,69.936,100,76.642,70.916,4,3,1,4.5,4,0,1996,31.054,20.819,0,0,24
6469,6470,72.44,68.302,94.54,69.452,65.946,4,3,1,4.5,4,0,1996,31.054,20.819,0,0,24
6470,6471,68.72,68.924,96.07,64.458,71.958,4,3,1,4.5,4,0,1996,31.054,20.819,0,0,24
6471,6472,94.64,87.89,96.97,72.888,83.014,4,3,1,4.5,4,0,1996,31.054,20.819,0,0,24
6472,6473,69.64,79.364,95.85,62.564,65.328,4,3,1,4.5,4,0,1996,31.054,20.819,0,0,24
6473,6474,78.34,82.004,96.34,71.246,70.316,4,3,1,4.5,4,0,1996,31.054,20.819,0,0,24
6474,6475,83.32,82.614,98.45,85.382,87.078,4,3,1,4.5,4,0,1996,31.054,20.819,0,0,24
6475,6476,85.08,88.06,98.53,83.646,84.212,4,3,1,4.5,4,0,1996,31.054,20.819,0,0,24
6476,6477,78.26,85.438,98.25,83.79,84.526,4,3,1,4.5,4,0,1996,31.054,20.819,0,0,24
6477,6478,80,86.082,95.72,72.352,73.262,4,3,1,4.5,4,0,1996,31.054,20.819,0,0,24
6478,6479,80.14,69.936,100,76.642,70.916,4,3,1,4.5,4,0,1996,31.054,20.819,0,0,24
6479,6480,80.14,69.936,100,76.642,70.916,4,3,1,4.5,4,0,1996,31.054,20.819,0,0,24
6480,6481,88.46,91.624,96.54,71.184,76.512,4,3,1,4.5,4,0,1996,31.054,20.819,0,0,24
6481,6482,81.14,79.532,97.1,64.886,72.33,4,3,1,4.5,4,0,1996,31.054,20.819,0,0,24
6482,6483,76.56,76.252,98.73,87.16,86.718,4,3,1,4.5,4,0,1996,31.054,20.819,0,0,24
6483,6484,85.08,88.06,98.56,83.646,82.172,4,3,1,4.5,4,0,1996,31.054,20.819,0,0,24
6484,6485,80.74,85.438,98.28,83.79,84.526,4,3,1,4.5,4,0,1996,31.054,20.819,0,0,24
6485,6486,83.32,82.614,98.45,85.382,87.078,4,3,1,4.5,4,0,1996,31.054,20.819,0,0,24
6486,6487,80.14,69.936,100,76.642,70.916,4,3,1,4.5,4,0,1996,31.054,20.819,0,0,24
6487,6488,80.14,69.936,100,76.642,70.916,4,3,1,4.5,4,0,1996,31.054,20.819,0,0,24
6488,6489,81.78,91.54,97.85,87.846,81.538,4,3,1,4.5,4,0,1996,31.054,20.819,0,0,24
6489,6490,65.56,76.666,94.67,76.354,76.37,4,3,1,4.5,4,0,1996,31.054,20.819,0,0,24
6490,6491,78.04,75.728,98.88,89.494,85.658,4,3,1,4.5,4,0,1996,31.054,20.819,0,0,24
6491,6492,78.04,75.728,98.92,89.494,88.85,4,3,1,4.5,4,0,1996,31.054,20.819,0,0,24
6492,6493,80.14,69.936,100,76.642,70.916,4,3,1,4.5,4,0,1996,31.054,20.819,0,0,24
6493,6494,84.24,85.478,98.68,86.17,82.656,4,3,1,4.5,4,0,1996,31.054,20.819,0,0,24
6494,6495,83.1,86.83,95.51,78.748,67.928,4,3,1,4.5,4,0,1996,28.681,19.228,0,0,23
6495,6496,80.74,80.674,98.33,88.24,94.262,4,3,1,4.5,4,0,1996,28.681,19.228,0,0,23
6496,6497,91.4,91.104,96.99,78.734,81.464,4,3,1,4.5,4,0,1996,28.681,19.228,0,0,23
6497,6498,78.04,75.728,98.88,89.494,85.658,4,3,1,4.5,4,0,1996,28.681,19.228,0,0,23
6498,6499,78.04,76.954,99.04,89.494,88.85,4,3,1,4.5,4,0,1996,28.681,19.228,0,0,23
6499,6500,80.14,69.936,100,76.642,70.916,4,3,1,4.5,4,0,1996,28.681,19.228,0,0,23
6500,6501,78.04,75.728,98.89,89.494,85.658,4,3,1,4.5,4,0,1996,28.681,19.228,0,0,23
20,21,87.1,79.81,95.446,81.924,93.51,4,1,2,6.5,6,5,1962,20.271,20.126,0,0,111
21,22,78.7,85.8,96.048,83.74,94.67,4,1,2,6.5,6,5,1962,20.271,20.126,0,0,111
22,23,42.6,94.52,88.912,89.27,95.39,4,1,2,6.5,6,5,1962,20.271,20.126,0,0,111
23,24,83.9,98.1,94.3,89.27,95.23,4,1,2,6.5,6,5,1962,20.271,20.126,0,0,111
24,25,77.2,95.59,95.458,89.27,95.14,4,1,2,6.5,6,5,1962,20.271,20.126,0,0,111
25,26,77.6,91.64,96.404,83.74,94.73,4,1,2,6.5,6,5,1962,20.271,20.126,0,0,111
26,27,86.6,84.46,97.79,82.824,93.27,4,1,2,6.5,6,5,1962,20.271,20.126,0,0,111
27,28,84.5,100,97.464,78.386,94.03,4,1,2,6.5,6,5,1962,20.271,20.126,0,0,111
28,29,82.5,97.16,75.994,72.904,58.61,4,1,2,6.5,6,5,1962,20.271,20.126,0,0,111
29,30,81.7,85.07,94.99,61.894,71.19,4,1,2,6.5,6,5,1962,20.271,20.126,0,0,111
30,31,85.8,94.72,94.904,81.648,94.29,4,1,2,6.5,6,5,1962,20.271,20.126,0,0,111
31,32,88.3,96.02,97.504,89.468,92.48,4,1,2,6.5,6,5,1962,20.271,20.126,0,0,111
32,33,85.3,87.64,87.21,81.786,80.15,4,1,2,6.5,6,5,1962,20.271,20.126,0,0,111
33,34,83.9,82.06,85.88,81.786,59.23,4,1,2,6.5,6,5,1962,20.271,20.126,0,0,111
34,35,89.8,88.96,94.654,82.694,71.3,4,1,2,6.5,6,5,1962,20.271,20.126,0,0,111
35,36,87.6,98.75,93.822,81.648,94.17,4,1,2,6.5,6,5,1962,20.271,20.126,0,0,111
36,37,86.6,100,98.364,93.972,95.56,4,1,2,6.5,6,5,1962,20.271,20.126,0,0,111
37,38,85.3,87.7,87.264,82.824,93.35,4,1,2,6.5,6,5,1962,20.271,20.126,0,0,111
38,39,89.6,88.77,95.798,83.74,94.62,4,1,2,6.5,6,5,1962,20.271,20.126,0,0,111
39,40,87.1,89.76,98.168,87.806,94.96,4,1,2,6.5,6,5,1962,20.271,20.126,0,0,111
40,41,85.6,97.11,98.272,92.67,96.28,4,1,2,6.5,6,5,1962,20.271,20.126,0,0,111
41,42,93.1,90.06,94.752,78.386,94.1,4,1,2,6.5,6,5,1962,20.271,20.126,0,0,111
42,43,89.3,95.48,96.306,89.468,92.68,4,1,2,6.5,6,5,1962,37.826,36.011,0,0,77
43,44,84.8,95.15,95.994,89.468,92.62,4,1,2,6.5,6,5,1962,37.826,36.011,0,0,77
44,45,83,93.47,93.808,89.27,95.33,4,1,2,6.5,6,5,1962,37.826,36.011,0,0,77
45,46,85.6,95.58,97.504,84.7,90.55,4,1,2,6.5,6,5,1962,37.826,36.011,0,0,77
46,47,84.3,89.57,98.342,87.542,91.44,4,1,2,6.5,6,5,1962,37.826,36.011,0,0,77
47,48,77.3,93.48,93.514,91.834,98.42,4,1,2,6.5,6,5,1962,37.826,36.011,0,0,77
48,49,80.4,88.06,85.092,77.502,86.45,4,1,2,6.5,6,5,1962,37.826,36.011,0,0,77
49,50,81.9,87.35,89.496,84.3,82.2,4,1,2,6.5,6,5,1962,37.826,36.011,0,0,77
50,51,77.7,92.52,96.226,81.648,94.24,4,1,2,6.5,6,5,1962,37.826,36.011,0,0,77
51,52,75.4,72.17,98.272,92.67,95.82,4,1,2,6.5,6,5,1962,37.826,36.011,0,0,77
52,53,72.2,75.87,95.158,83.708,99.13,4,1,2,6.5,6,5,1962,37.826,36.011,0,0,77
53,54,69.4,95.41,97.146,93.972,95.53,4,1,2,6.5,6,5,1962,37.826,36.011,0,0,77
54,55,71,94.39,88.618,87.542,91.29,4,1,2,6.5,6,5,1962,37.826,36.011,0,0,77
55,56,66.2,91.6,96.312,92.67,96.83,4,1,2,6.5,6,5,1962,37.826,36.011,0,0,77
56,57,64,88.55,88.008,91.078,97.13,4,1,2,6.5,6,5,1962,37.826,36.011,0,0,77
57,58,88.1,91.29,93.646,87.946,92.91,4,1,2,6.5,6,5,1962,37.826,36.011,0,0,77
58,59,80.8,86.53,97.054,83.448,82.41,4,1,2,6.5,6,5,1962,37.826,36.011,0,0,77
59,60,67.8,89.9,98.188,91.078,97.07,4,1,2,6.5,6,5,1962,37.826,36.011,0,0,77
60,61,87.2,80.32,79.166,81.696,44.03,4,1,2,6.5,6,5,1962,37.826,36.011,0,0,77
61,62,100,94.91,96.516,88.038,90.04,4,1,2,6.5,6,5,1962,37.826,36.011,0,0,77
62,63,89.4,88.65,87.51,84.036,83.21,4,1,2,6.5,6,5,1962,37.826,36.011,0,0,77
63,64,87.46,91.49,84.004,74.398,85.96,4,1,2,6.5,6,5,1962,37.826,36.011,0,0,77
64,65,91,96.1,94.718,83.448,82.68,4,1,2,6.5,6,5,1962,37.826,36.011,0,0,77
65,66,100,97.16,98.248,83.448,82.42,4,1,2,6.5,6,5,1962,37.826,36.011,0,0,77
66,67,91.1,95.64,93.52,86.654,81.69,4,1,2,6.5,6,5,1962,37.826,36.011,0,0,77
67,68,87.4,86.87,94.178,82.134,80.94,4,1,2,6.5,6,5,1962,37.826,36.011,0,0,77
68,69,97.2,96.91,97.382,83.448,82.03,4,1,2,6.5,6,5,1962,37.826,36.011,0,0,77
69,70,100,93.36,93.406,86.654,81.6,4,1,2,6.5,6,5,1962,37.826,36.011,0,0,77
70,71,94.5,94.74,95.624,88.434,89.94,4,1,2,6.5,6,5,1962,37.826,36.011,0,0,77
71,72,100,94.21,88.888,86.81,89.04,4,1,2,6.5,6,5,1962,37.826,36.011,0,0,77
72,73,95.5,92.47,96.056,91.262,89.63,4,1,2,6.5,6,5,1962,37.826,36.011,0,0,77
73,74,99.3,98.1,91.792,89.9,89.22,4,1,2,6.5,6,5,1962,37.826,36.011,0,0,77
74,75,100,95.67,94.382,86.81,89.02,4,1,2,6.5,6,5,1962,37.826,36.011,0,0,77
75,76,98.5,98.01,66.53,72.904,59.37,4,1,2,6.5,6,5,1962,37.826,36.011,0,0,77
76,77,94.7,91.61,92.018,78.666,55.1,4,1,2,6.5,6,5,1962,37.826,36.011,0,0,77
77,78,94.2,81.78,85.88,86.334,58.34,4,1,2,6.5,6,5,1962,37.826,36.011,0,0,77
78,79,87.8,93.09,76.28,82.322,60.2,4,1,2,6.5,6,5,1962,37.826,36.011,0,0,77
79,80,79.5,79.76,85.392,77.596,64.56,4,1,2,6.5,6,5,1962,18.98,18.944,0,0,39
80,81,85.3,88.86,84.902,72.43,65.06,4,1,2,6.5,6,5,1962,18.98,18.944,0,0,39
81,82,89.8,90.23,96.742,80.798,64.66,4,1,2,6.5,6,5,1962,18.98,18.944,0,0,39
82,83,86.7,87.94,77.52,76.1,62.99,4,1,2,6.5,6,5,1962,18.98,18.944,0,0,39
83,84,88.6,90.98,92.002,87.084,81.31,4,1,2,6.5,6,5,1962,18.98,18.944,0,0,39
84,85,90.4,89.22,96.36,87.542,91.28,4,1,2,6.5,6,5,1962,18.98,18.944,0,0,39
85,86,78.5,80.79,98.296,90.95,88.21,4,1,2,6.5,6,5,1962,18.98,18.944,0,0,39
86,87,83.2,91.03,93.74,76.328,86.45,4,1,2,6.5,6,5,1962,18.98,18.944,0,0,39
87,88,87.2,90.9,92.626,80.49,86.65,4,1,2,6.5,6,5,1962,18.98,18.944,0,0,39
88,89,81.2,90.78,94.646,90.95,88.2,4,1,2,6.5,6,5,1962,18.98,18.944,0,0,39
89,90,86.5,89.88,95.126,80.49,86.59,4,1,2,6.5,6,5,1962,18.98,18.944,0,0,39
90,91,81.6,91.06,93.836,89.27,95.39,4,1,2,6.5,6,5,1962,18.98,18.944,0,0,39
91,92,79,89.82,98.014,88.038,89.92,4,1,2,6.5,6,5,1962,18.98,18.944,0,0,39
92,93,85.2,95.98,94.382,89.9,89.2,4,1,2,6.5,6,5,1962,18.98,18.944,0,0,39
93,94,85.8,94.82,87.988,84.38,70.63,4,1,2,6.5,6,5,1962,18.98,18.944,0,0,39
94,95,86.2,100,92.676,82.096,79.96,4,1,2,6.5,6,5,1962,18.98,18.944,0,0,39
95,96,69.28,71.54,98.262,86.654,81.73,4,1,2,6.5,6,5,1962,18.98,18.944,0,0,39
96,97,73.6,94.61,95.616,83.448,82.49,4,1,2,6.5,6,5,1962,18.98,18.944,0,0,39
97,98,84.2,87.15,95.88,81.71,81.65,4,1,2,6.5,6,5,1962,18.98,18.944,0,0,39
98,99,74.6,84.91,97.436,87.084,81.13,4,1,2,6.5,6,5,1962,28.729,28.613,0,0,58
99,100,80.3,89.21,95.834,83.448,81.84,4,1,2,6.5,6,5,1962,28.729,28.613,0,0,58
100,101,84.1,85.16,92.782,82.468,77.99,4,1,2,6.5,6,5,1962,28.729,28.613,0,0,58
101,102,80.2,81.16,95.988,85.218,79.49,4,1,2,6.5,6,5,1962,28.729,28.613,0,0,58
102,103,77.7,88.33,86.104,85.218,78.99,4,1,2,6.5,6,5,1962,28.729,28.613,0,0,58
103,104,89,100,83.796,74.398,85.94,4,1,2,6.5,6,5,1962,28.729,28.613,0,0,58
104,105,86.8,98.29,93.564,81.688,84.16,4,1,2,6.5,6,5,1962,28.729,28.613,0,0,58
105,106,88.5,98.29,93.42,56.952,84.948,4,1,2,6.5,6,5,1962,28.729,28.613,0,0,58
106,107,91.3,100,91.414,70.67,81.474,4,1,2,6.5,6,5,1962,28.729,28.613,0,0,58
107,108,87.4,95.8,96.588,70.886,82.59,4,1,2,6.5,6,5,1962,28.729,28.613,0,0,58
108,109,78.7,93.59,95.822,68.508,83.162,4,1,2,6.5,6,5,1962,28.729,28.613,0,0,58
109,110,66.4,91.23,91.85,81.638,87.634,4,1,2,6.5,6,5,1962,28.729,28.613,0,0,58
110,111,79.4,90.55,92.52,82.854,61.472,4,1,2,6.5,6,5,1962,28.729,28.613,0,0,58
111,112,73.2,89.45,96.654,80.49,86.54,4,1,2,6.5,6,5,1962,28.729,28.613,0,0,58
112,113,69,89.52,96.564,80.194,75.44,4,1,2,6.5,6,5,1962,28.729,28.613,0,0,58
113,114,70.4,88.65,87.848,82.468,77.95,4,1,2,6.5,6,5,1962,28.729,28.613,0,0,58
114,115,77.6,90.43,95.47,87.542,91.42,4,1,2,6.5,6,5,1962,28.729,28.613,0,0,58
115,116,78.8,89.88,96.654,76.328,86.33,4,1,2,6.5,6,5,1962,28.729,28.613,0,0,58
116,117,72.2,85.35,84.86,82.678,86.79,4,1,2,6.5,6,5,1962,28.729,28.613,0,0,58
117,118,79.5,89.13,97.23,91.624,87.78,4,1,2,6.5,6,5,1962,28.729,28.613,0,0,58
118,119,76.5,87.75,76.504,74.398,85.92,4,1,2,6.5,6,5,1962,28.729,28.613,0,0,58
119,120,71.6,81.09,99.318,91.624,87.27,4,1,2,6.5,6,5,1962,28.729,28.613,0,0,58
120,121,71.2,87.19,87.752,87.084,80.54,4,1,2,6.5,6,5,1962,28.729,28.613,0,0,58
121,122,75.7,80.07,97.052,87.084,80.59,4,1,2,6.5,6,5,1962,28.729,28.613,0,0,58
122,123,69.3,62.18,96.328,85.442,78.79,4,1,2,6.5,6,5,1962,28.729,28.613,0,0,58
123,124,49.9,55.68,84.902,74.398,85.6,4,1,2,6.5,6,5,1962,28.729,28.613,0,0,58
124,125,45.2,47.32,98.422,84.036,83.5,4,1,2,6.5,6,5,1962,28.729,28.613,0,0,58
125,126,36.4,46.99,96.56,81.688,84.23,4,1,2,6.5,6,5,1962,28.729,28.613,0,0,58
126,127,93.3,59.24,98.44,80.19,77.46,4,1,2,6.5,6,5,1962,28.729,28.613,0,0,58
127,128,88.9,39.16,71.158,76.504,58.52,4,1,2,6.5,6,5,1962,5.704,5.704,0,0,15
128,129,87.1,56.3,71.512,69.068,51.61,4,1,2,6.5,6,5,1962,5.704,5.704,0,0,15
129,130,83.9,63.14,77.722,82.11,67.11,4,1,2,6.5,6,5,1962,5.704,5.704,0,0,15
130,131,84.2,59.93,68.764,84.366,66.38,4,1,2,6.5,6,5,1962,5.704,5.704,0,0,15
131,132,87.3,46.95,61.876,82.63,62.78,4,1,2,6.5,6,5,1962,5.704,5.704,0,0,15
132,133,85,51.59,90.588,77.058,72.42,4,1,2,6.5,6,5,1962,5.704,5.704,0,0,15
133,134,86.5,47.54,68.682,82.11,66.52,4,1,2,6.5,6,5,1962,37.508,37.385,0,0,102
134,135,88.5,84.8,87.306,76.628,63.01,4,1,2,6.5,6,5,1962,37.508,37.385,0,0,102
135,136,90.6,77.9,92.746,82.768,70.86,4,1,2,6.5,6,5,1962,37.508,37.385,0,0,102
136,137,57.7,65.35,74.206,72.862,68.11,4,1,2,6.5,6,5,1962,37.508,37.385,0,0,102
137,138,67,82.02,96.792,71.74,80.2,4,1,2,6.5,6,5,1962,37.508,37.385,0,0,102
138,139,70.1,79.57,95.438,80.19,76.87,4,1,2,6.5,6,5,1962,37.508,37.385,0,0,102
139,140,40.2,85.61,76.3,79.478,61.66,4,1,2,6.5,6,5,1962,37.508,37.385,0,0,102
140,141,39.4,84.94,89.664,78.586,72.52,4,1,2,6.5,6,5,1962,37.508,37.385,0,0,102
141,142,59.1,78.78,96.546,83.448,81.91,4,1,2,6.5,6,5,1962,37.508,37.385,0,0,102
142,143,52.2,78.9,96.714,78.016,78.6,4,1,2,6.5,6,5,1962,37.508,37.385,0,0,102
143,144,54.5,73.56,91.274,68.074,72.39,4,1,2,6.5,6,5,1962,37.508,37.385,0,0,102
144,145,51.8,83.07,92.668,85.218,79.11,4,1,2,6.5,6,5,1962,37.508,37.385,0,0,102
145,146,67.3,90.82,93.256,69.616,69.93,4,1,2,6.5,6,5,1962,37.508,37.385,0,0,102
146,147,60.3,63.77,96.018,74.322,80.01,4,1,2,6.5,6,5,1962,37.508,37.385,0,0,102
147,148,58.9,82.15,84.532,74.398,86.19,4,1,2,6.5,6,5,1962,37.508,37.385,0,0,102
148,149,72.4,87.42,86.538,91.834,100,4,1,2,6.5,6,5,1962,37.508,37.385,0,0,102
149,150,67.2,76.53,98.946,87.542,91.42,4,1,2,6.5,6,5,1962,37.508,37.385,0,0,102
150,151,68.2,92.42,95.234,81.638,81.208,4,1,2,6.5,6,5,1962,37.508,37.385,0,0,102
151,152,59.5,81.54,81.726,77.774,70.844,4,1,2,6.5,6,5,1962,37.508,37.385,0,0,102
152,153,62.8,72.84,86.51,44.32,35.032,4,1,2,6.5,6,5,1962,37.508,37.385,0,0,102
153,154,71.5,89.78,95.514,76.962,89.902,4,1,2,6.5,6,5,1962,37.508,37.385,0,0,102
154,155,76.5,87.96,87.556,79.908,90.608,4,1,2,6.5,6,5,1962,37.508,37.385,0,0,102
155,156,77.1,89.79,95.514,79.548,89.902,4,1,2,6.5,6,5,1962,37.508,37.385,0,0,102
156,157,80.2,84.91,97.546,78.382,66.94,4,1,2,6.5,6,5,1962,37.508,37.385,0,0,102
157,158,78,87.97,87.556,79.908,92.1,4,1,2,6.5,6,5,1962,37.508,37.385,0,0,102
158,159,85.5,89.7,97.3,78.622,92.35,4,1,2,6.5,6,5,1962,37.508,37.385,0,0,102
159,160,80.1,85.67,92.188,55.598,75.97,4,1,2,6.5,6,5,1962,37.508,37.385,0,0,102
160,161,69.3,81.23,79.71,77.774,76.278,4,1,2,6.5,6,5,1962,37.508,37.385,0,0,102
161,162,53.8,77.66,91.23,72.448,51.494,4,1,2,6.5,6,5,1962,37.508,37.385,0,0,102
162,163,59.6,70.34,87.372,64.692,43.404,4,1,2,6.5,6,5,1962,37.508,37.385,0,0,102
163,164,28.3,65.32,88.21,63.108,58.212,4,1,2,6.5,6,5,1962,37.508,37.385,0,0,102
164,165,67.6,68.75,96.794,62.766,80.976,4,1,2,6.5,6,5,1962,37.508,37.385,0,0,102
165,166,73.3,78.08,93.736,67.534,47.782,4,1,2,6.5,6,5,1962,37.508,37.385,0,0,102
166,167,82.7,85.76,95.054,65.57,70.288,4,1,2,6.5,6,5,1962,37.508,37.385,0,0,102
167,168,78.8,83.73,93.296,64.176,90.014,4,1,2,6.5,6,5,1962,37.508,37.385,0,0,102
168,169,80.6,80.45,76.43,75.878,66.448,4,1,2,6.5,6,5,1962,37.508,37.385,0,0,102
169,170,93.2,84.35,95.828,80.564,69.028,4,1,2,6.5,6,5,1962,37.508,37.385,0,0,102
170,171,92.6,84.88,96.646,80.412,68.856,4,1,2,6.5,6,5,1962,37.508,37.385,0,0,102
301,302,65.7,71.37,91.608,59.832,65.46,4,2,2,6.5,6,5,2008,14.466,14,10,1090,12
302,303,71.56,85.306,95.946,73.454,86.21,4,1,2,6.5,6,5,2008,14.466,14,10,1090,12
303,304,80.66,89.918,94.846,77.744,86.46,4,1,2,6.5,6,5,2008,14.466,14,10,1090,12
304,305,76.24,93.73,79.624,64.706,80.81,4,1,2,6.5,6,5,2008,14.466,14,10,1090,12
305,306,60,90.282,95.086,83.124,88.41,4,1,2,6.5,6,5,2008,14.466,14,10,1090,12
306,307,71.56,85.306,95.946,73.454,86.21,4,1,2,6.5,6,5,2008,14.466,14,10,1090,12
307,308,84.36,92.768,94.856,85.35,88.63,4,1,2,6.5,6,5,2008,14.466,14,10,1090,12
308,309,62.78,82.292,83.906,70.242,97.27,4,1,2,6.5,6,5,2008,14.466,14,10,1090,12
309,310,72.9,77.162,96.838,76.828,96.77,4,1,2,6.5,6,5,2008,14.466,14,10,1090,12
310,311,58.08,85.654,81.116,85.25,95.46,4,1,2,6.5,6,5,2008,14.466,14,10,1090,12
311,312,65.44,79.488,84.672,76.694,97.01,4,1,2,6.5,6,5,2008,14.466,14,10,1090,12
312,313,70.8,89.952,99.596,86.316,91.6,4,1,2,6.5,6,5,2008,14.466,14,10,1090,12
313,314,73.16,93.478,98.756,86.778,90.75,4,1,2,6.5,6,5,2008,14.466,14,10,1090,12
314,315,75.68,81.89,88.166,79.978,95.74,4,1,2,6.5,6,5,2008,14.466,14,10,1090,12
315,316,73.94,89.942,96.358,72.518,75.26,4,2,2,6.5,6,20,2008,0.322,0.322,0,0,0
396,397,83.3,92.79,93.386,80.236,98.06,4,1,1,6.5,5.5,4,1998,5.728,5.708,0,0,9
397,398,82.14,97.74,92.89,92.67,96.19,4,1,1,6.5,5.5,4,1998,5.728,5.708,0,0,9
398,399,85.8,93.96,88.658,90.172,98.18,4,1,1,6.5,5.5,4,1998,5.728,5.708,0,0,9
399,400,85.3,95.52,94.02,90.172,98.06,4,1,1,6.5,5.5,4,1998,5.728,5.708,0,0,9
400,401,83.5,100,98.272,92.67,96.72,4,1,1,6.5,5.5,4,1998,5.728,5.708,0,0,9
401,402,92.02,95.61,79.72,72.582,0,4,1,1,6.5,5.5,4,1998,1.584,1.584,1,64,4
402,403,40.3,94.5,87.42,91.834,100,4,2,1,6.5,5.5,4,1998,1.584,1.584,1,64,4
403,404,52.6,100,94.658,83.976,96.77,4,1,1,6.5,5.5,22,1998,1.386,1.386,0,0,7
404,405,42.4,88.036,95.256,90.558,88.44,4,2,1,6.5,5.5,4,1998,2.544,2.544,0,0,9
405,406,42.2,94.46,89.708,87.542,91.57,4,1,1,6.5,5.5,4,1998,2.544,2.544,0,0,9
406,407,31.7,97.27,93.21,91.834,99.13,4,1,1,6.5,5.5,4,1998,2.544,2.544,0,0,9
407,408,42.2,95.64,96.608,81.688,84.22,4,1,1,6.5,5.5,4,1998,1.583,1.583,0,0,2
408,409,46.9,90.4,97.986,93.972,95.53,4,1,1,6.5,5.5,4,1998,1.583,1.583,0,0,2
409,410,61.4,89.65,96.802,82.788,98.84,4,2,1,6.5,5.5,22,1998,1.342,1.342,0,0,4
410,411,60.4,91.81,89.472,82.788,97.85,4,1,1,6.5,5.5,4,1998,2.532,2.532,1,156,7
411,412,33.9,97.13,98.026,84.7,90.62,4,2,1,6.5,5.5,4,1998,2.532,2.532,1,156,7
412,413,47.3,97.06,97.202,91.834,97.66,4,1,1,6.5,5.5,4,1998,2.532,2.532,1,156,7
413,414,42.2,96.6,76.614,82.63,61.73,4,1,1,6.5,5.5,4,1998,1.82,1.82,0,0,5
414,415,43.7,91.61,93.026,91.834,100,4,1,1,6.5,5.5,4,1998,1.82,1.82,0,0,5
415,416,49.7,100,99.54,89.468,92.45,4,1,1,6.5,5.5,22,1998,1.783,1.783,0,0,4
