路号,路段起点,路段终点,2020,2021,2022,2023,2024,技术等级,面层类型,车道数量,路基宽度,路面宽度,面层厚度,"修建
年度","改建
年度","养护里程
（公里）","已绿化里程
（公里）",高边坡数量,高边坡长度,涵洞数量
S205,797,798,77.2,44.65,28.80210561,49.51616822,90.26,4,2,1,4,3.5,22,1965,2012,30.93,30.786,0,0,58
S205,798,799,65.1,48.4,32.81188078,41.64954795,88.8,4,2,1,4,3.5,22,1965,2012,30.93,30.786,0,0,58
S205,799,800,61.1,34.56,27.56211723,41.36099775,88.91,4,2,1,4,3.5,22,1965,2012,30.93,30.786,0,0,58
S205,800,801,38.4,26.28,28.42370101,41.57089338,86.07,4,2,1,4,3.5,22,1965,2012,30.93,30.786,0,0,58
S205,801,802,48.8,26.28,28.98046933,41.57089338,89.74,4,2,1,4,3.5,22,1965,2012,30.93,30.786,0,0,58
S205,802,803,51.7,26.28,28.98046933,41.57089338,82.21,4,2,1,4,3.5,22,1965,2012,30.93,30.786,0,0,58
S205,803,804,30.9,26.28,29.93268013,39.17626082,75.59,4,2,1,4,3.5,22,1965,2012,30.93,30.786,0,0,58
S205,804,805,24.3,26.28,28.59646052,36.74699696,43.93,4,2,1,4,3.5,22,1965,2012,30.93,30.786,0,0,58
S205,805,806,12,26.28,27.71158636,31.29728415,36.29,4,2,1,4,3.5,22,1965,2012,30.93,30.786,0,0,58
S205,806,807,20.1,26.28,27.71158636,36.74699696,49.12,4,2,1,4,3.5,22,1965,2012,30.93,30.786,0,0,58
S205,807,808,33.7,26.28,30.28367945,39.17626082,56.34,4,2,1,4,3.5,22,1965,2012,30.93,30.786,0,0,58
S205,808,809,58.8,26.28,30.32662961,41.57089338,56.19,4,2,1,4,3.5,22,1965,2012,30.93,30.786,0,0,58
S205,809,810,46.3,26.28,28.07922168,41.57089338,86.2,4,2,1,4,3.5,22,1965,2012,30.93,30.786,0,0,58
S205,810,811,56.6,26.28,28.98046933,41.57089338,45.22333225,4,2,1,4,3.5,22,1965,2012,30.93,30.786,0,0,58
S205,811,812,55.8,26.28,28.98046933,41.57089338,45.22333225,4,2,1,4,3.5,22,1965,2012,30.93,30.786,0,0,58
S205,812,813,64.3,32.24,25.0647492,39.1993509,45.10770861,4,2,1,4,3.5,22,1965,2012,30.93,30.786,0,0,58
S205,813,814,51.6,28.56,27.08131929,41.57089338,45.10770861,4,2,1,4,3.5,22,1965,2012,30.93,30.786,0,0,58
S205,814,815,56.3,40.68,27.7288049,41.64954795,54.48629419,4,2,1,4,3.5,22,1965,2012,30.93,30.786,0,0,58
S205,815,816,80.5,60.84,34.33541886,55.96452403,55.60748922,4,2,1,4,3.5,22,1965,2012,30.93,30.786,0,0,58
S205,816,817,78.1,53.46,30.70375028,50.50117893,53.63821985,4,2,1,4,3.5,22,1965,2012,30.93,30.786,0,0,58
S205,817,818,76.2,52.45,30.10152938,46.68897308,53.86842079,4,2,1,4,3.5,22,1965,2012,30.93,30.786,0,0,58
S205,818,819,59.4,27.74,28.42747957,41.57089338,45.10770861,4,2,1,4,3.5,22,1965,2012,30.93,30.786,0,0,58
S205,819,820,2.7,26.28,27.71158636,31.29728415,45.22333225,4,2,1,4,3.5,22,1965,2012,30.93,30.786,0,0,58
S205,820,821,16.4,26.28,27.71158636,35.57113409,45.22333225,4,2,1,4,3.5,22,1965,2012,30.93,30.786,0,0,58
S205,821,822,41.9,26.28,28.19788502,41.57089338,45.22333225,4,2,1,4,3.5,22,1965,2012,30.93,30.786,0,0,58
S205,822,823,23.6,26.28,28.59646052,36.74699696,45.22333225,4,2,1,4,3.5,22,1965,2012,30.93,30.786,0,0,58
S205,823,824,45.2,26.28,28.07922168,41.57089338,45.22333225,4,2,1,4,3.5,22,1965,2012,30.93,30.786,0,0,58
